participant_id,language_proficiency,preferred_medium,team_role,interaction_frequency,time_in_team,change_in_medium_preference,collaboration_effectiveness
4072,5,Video,Team Member,37,12,0,5.434877823452923
4073,3,Video,Manager,16,21,0,2.1804948655006884
4074,1,Voice,Team Member,17,20,1,7.646260317
4075,5,Video,Team Member,31,26,1,3.121343149594431
4076,2,Text,Team Member,15,31,0,2.9362528231791805
4077,1,Text,Team Member,13,1,0,0.009238758
4078,4,Video,Team Member,40,14,1,2.701261881882757
4079,3,Text,Team Member,27,26,0,2.1767052190685887
4080,1,Voice,Team Member,21,7,1,3.4324096714247574
4081,1,Text,Team Member,2,12,1,1.476566530243002
4082,5,Voice,Team Member,8,24,1,5.946486664224948
4083,5,Video,Manager,42,19,1,2.387415434923428
4084,5,Video,Team Member,7,9,0,8.317508647481759
4085,4,Voice,Team Member,10,35,0,2.8455794673761203
4086,5,Video,Team Member,4,4,1,2.1086959945966033
4087,1,Text,Team Member,43,32,0,0.5675136193943475
4088,5,Video,Team Member,41,6,0,7.399066900217438
4089,2,Text,Team Member,36,28,0,5.082081750375559
4090,5,Video,Team Member,35,28,0,1.137829973804828
4091,4,Voice,Team Member,43,29,0,2.213347826175116
4092,2,Text,Manager,3,5,1,9.987190720598425
4093,1,Text,Team Member,18,5,0,8.060287267835793
4094,1,Text,Team Member,46,28,0,3.4986948576758925
4095,3,Voice,Team Member,43,9,0,5.4255483061534395
4096,2,Text,Manager,24,29,0,4.160171589005932
4097,3,Video,Team Member,32,14,1,0.3638956540085647
4098,2,Voice,Team Member,34,34,0,7.786770092129064
4099,2,Text,Team Member,2,14,0,7.169861132232274
4100,4,Video,Team Member,2,18,0,4.088023144958777
4101,3,Video,Manager,10,33,1,8.458971368806274
4102,4,Video,Team Member,23,34,0,5.347390948892144
4103,2,Text,Manager,15,28,0,0.6520843941180343
4104,1,Text,Manager,12,23,0,2.5940629024688135
4105,2,Text,Team Member,43,17,0,4.617728360858461
4106,4,Video,Team Member,17,11,0,1.0344923871079714
4107,3,Text,Manager,18,32,1,5.710811928629051
4108,3,Text,Manager,14,15,0,1.2056816168340145
4109,4,Video,Team Member,17,4,1,2.0050818548424854
4110,3,Voice,Team Member,15,30,0,8.939836613382283
4111,5,Video,Team Member,12,10,0,9.99812388
4112,1,Voice,Team Member,16,23,1,5.502533440466868
4113,1,Text,Team Member,32,24,0,6.196486101317649
4114,1,Text,Team Member,23,5,1,7.974311469264302
4115,3,Video,Team Member,38,19,1,6.9613949620408935
4116,3,Voice,Team Member,34,8,1,1.8246654465471634
4117,2,Text,Team Member,34,7,0,4.1167152453844436
4118,2,Text,Team Member,16,13,0,5.351165189084005
4119,1,Text,Team Member,34,27,0,3.597119921
4120,5,Video,Manager,40,18,0,1.7610616975779492
4121,2,Text,Team Member,7,24,0,7.361133440613728
4122,2,Text,Team Member,33,2,0,1.988464050793578
4123,3,Video,Manager,4,16,0,2.6048592870180407
4124,5,Video,Team Member,43,14,0,2.8651961512843247
4125,1,Text,Team Member,7,17,1,1.6177923047596754
4126,2,Text,Team Member,18,6,1,8.495516229953328
4127,5,Video,Team Member,4,35,0,6.106163188646962
4128,5,Video,Team Member,49,17,1,8.347481299921387
4129,1,Text,Team Member,11,6,0,4.9372931350910925
4130,5,Video,Team Member,43,21,0,5.195630401207354
4131,5,Voice,Team Member,20,35,0,6.161446301343643
4132,5,Video,Manager,11,23,1,3.7091954393070203
4133,2,Text,Manager,15,12,0,4.965840948311035
4134,1,Text,Team Member,46,29,0,5.469151290676818
4135,5,Video,Manager,17,27,1,9.535424361772511
4136,5,Video,Manager,34,6,0,8.829081318245303
4137,2,Text,Manager,48,21,1,1.2924584747452283
4138,1,Text,Team Member,12,7,0,0.41282466792517125
4139,3,Video,Team Member,42,16,1,6.803339518
4140,2,Text,Team Member,28,5,0,0.49198666644877376
4141,1,Text,Team Member,48,15,1,0.6035106495265807
4142,5,Video,Manager,35,21,1,1.5926339684414281
4143,1,Text,Team Member,8,4,1,3.517070909
4144,1,Voice,Team Member,27,5,0,4.349961118512089
4145,1,Text,Team Member,22,7,1,5.193780347144368
4146,3,Text,Team Member,24,35,1,9.922881929721738
4147,1,Text,Team Member,2,15,0,3.8523275471208662
4148,3,Video,Manager,31,28,1,2.4275309651976054
4149,5,Video,Team Member,22,2,0,5.752524086
4150,3,Text,Manager,1,5,0,2.1515095260700488
4151,5,Video,Team Member,14,7,0,9.405434317918846
4152,5,Video,Team Member,25,22,0,2.5925430204556923
4153,3,Voice,Team Member,36,31,0,9.899341356532716
4154,2,Text,Manager,36,32,0,4.186681903808455
4155,4,Video,Manager,41,8,0,8.126860073637515
4156,1,Text,Team Member,3,11,0,6.4828032504577005
4157,4,Video,Team Member,5,1,1,9.334941744447358
4158,1,Text,Team Member,1,19,0,6.254269529086849
4159,1,Text,Team Member,19,7,0,5.8121797944185065
4160,5,Video,Team Member,33,25,0,6.528524445685124
4161,1,Voice,Team Member,42,22,0,7.864655321445449
4162,1,Voice,Manager,30,27,0,8.988416322
4163,3,Text,Manager,12,15,0,2.668149000964916
4164,4,Video,Team Member,10,2,1,2.0088709188011036
4165,3,Voice,Team Member,34,8,0,0.34349695665979674
4166,1,Text,Manager,16,6,0,3.700792030436002
4167,5,Video,Manager,40,20,0,8.461850228380506
4168,3,Text,Manager,46,27,1,0.698574286
4169,3,Text,Team Member,29,23,0,5.385200764633518
4170,2,Text,Manager,15,17,0,6.947886362310644
4171,1,Text,Team Member,48,13,1,8.368530331210586
4172,5,Video,Team Member,11,4,1,5.834303219754965
4173,3,Text,Team Member,44,20,0,1.8632001019295275
4174,3,Text,Manager,34,25,0,9.645362582
4175,5,Video,Team Member,36,22,0,0.946515104
4176,1,Voice,Manager,30,17,0,7.6899961179695815
4177,2,Text,Team Member,35,11,0,0.8655922384330861
4178,3,Voice,Manager,9,25,0,1.434191076811152
4179,2,Text,Team Member,18,5,1,8.982155937
4180,4,Video,Team Member,19,21,0,7.530746586017598
4181,1,Text,Team Member,39,26,0,3.6550827123198335
4182,4,Voice,Team Member,4,16,0,6.387243567
4183,4,Voice,Team Member,6,21,0,4.572472217106943
4184,4,Video,Team Member,33,32,0,0.6653776089631369
4185,1,Text,Team Member,32,4,1,7.211276163386957
4186,1,Text,Team Member,16,8,1,7.632557237361535
4187,5,Voice,Team Member,11,9,1,8.823413861520164
4188,2,Text,Team Member,22,17,1,5.406373466
4189,2,Text,Team Member,36,13,1,6.731379510014559
4190,5,Video,Team Member,23,9,0,4.380504183748679
4191,5,Voice,Manager,26,6,0,3.189092591078264
4192,4,Video,Manager,31,27,1,4.116999951881093
4193,5,Voice,Manager,29,24,0,9.117523566644877
4194,3,Video,Manager,5,9,0,1.6417128504418865
4195,2,Text,Team Member,38,11,1,2.484998176205455
4196,5,Video,Team Member,25,35,1,6.061907913777321
4197,3,Text,Team Member,34,29,0,1.162813215611862
4198,3,Video,Team Member,12,8,0,8.918645117
4199,3,Voice,Team Member,22,17,0,0.4723637186326257
4200,3,Text,Team Member,9,7,0,7.553122932649062
4201,4,Video,Team Member,20,12,0,3.7372804714929986
4202,3,Text,Team Member,29,15,1,0.5116557361146112
4203,4,Video,Manager,44,29,0,8.429278937187373
4204,4,Video,Team Member,29,24,0,6.404602346804552
4205,3,Text,Team Member,45,14,1,0.088587091
4206,2,Text,Team Member,27,11,0,2.6753284838461324
4207,3,Voice,Team Member,17,35,1,3.520456077250241
4208,3,Text,Team Member,5,17,0,3.2257814889927117
4209,3,Voice,Team Member,45,27,1,4.9834202902964195
4210,2,Text,Manager,13,3,0,5.2680295787684575
4211,1,Text,Manager,42,2,0,3.967540177931582
4212,1,Text,Team Member,15,4,0,3.317703387778569
4213,4,Video,Team Member,15,18,0,5.044093282900554
4214,4,Video,Team Member,18,20,0,0.33615404628659973
4215,2,Voice,Team Member,2,21,0,6.452017600316147
4216,5,Voice,Team Member,23,14,1,6.059825169036445
4217,1,Text,Team Member,43,8,0,2.7921979972514954
4218,4,Video,Team Member,13,2,1,1.7951544700063715
4219,1,Text,Manager,43,26,1,0.729849726
4220,2,Text,Team Member,4,19,1,5.8734375130611145
4221,2,Text,Team Member,47,28,1,5.689002725852021
4222,5,Video,Manager,25,29,0,5.333180901105532
4223,5,Video,Manager,11,5,0,9.856182681871509
4224,2,Voice,Team Member,48,28,0,5.31544111
4225,4,Video,Manager,42,26,0,7.2179072996969085
4226,1,Text,Team Member,12,5,0,1.129182718335986
4227,3,Voice,Team Member,13,15,0,2.989707891855634
4228,5,Video,Team Member,9,9,0,2.7544661492797173
4229,3,Text,Team Member,45,32,1,5.759755058580084
4230,4,Voice,Team Member,38,26,1,3.3081322835707394
4231,5,Voice,Team Member,6,15,1,6.410664269
4232,3,Text,Team Member,43,4,0,6.900897392017029
4233,4,Video,Team Member,43,20,0,0.33689837177403814
4234,1,Text,Team Member,10,27,1,6.397577124394452
4235,4,Video,Team Member,23,21,0,1.1678736227884134
4236,5,Voice,Team Member,15,22,1,4.651353018555673
4237,2,Text,Team Member,45,7,1,7.265765707689301
4238,1,Text,Team Member,23,31,0,7.033449959
4239,3,Voice,Manager,40,17,0,2.998225449974611
4240,5,Voice,Team Member,37,7,0,2.7236585046081787
4241,2,Text,Manager,34,19,0,4.402265078556221
4242,4,Video,Team Member,16,28,0,1.8866708301778723
4243,2,Text,Team Member,45,10,1,9.746990127084798
4244,5,Video,Manager,41,27,0,3.449170713139779
4245,5,Voice,Team Member,47,13,0,9.229932740121772
4246,2,Text,Team Member,32,2,0,9.082649629599619
4247,4,Video,Team Member,38,22,0,3.6484898756231443
4248,2,Voice,Team Member,40,20,1,2.540846322729058
4249,5,Voice,Team Member,46,5,0,7.708356345262631
4250,5,Video,Team Member,5,6,1,2.293778475636538
4251,3,Voice,Team Member,17,35,1,5.212463899624763
4252,3,Voice,Manager,22,1,1,1.106893744198899
4253,1,Text,Manager,39,35,0,3.8593215454942955
4254,5,Voice,Team Member,41,3,0,0.7815492365511678
4255,3,Text,Team Member,48,7,1,2.8343959268605747
4256,2,Text,Team Member,18,29,1,6.6529373819054625
4257,4,Voice,Team Member,28,15,1,9.913071565501804
4258,2,Text,Manager,13,11,0,2.5480759650657827
4259,4,Video,Team Member,42,18,0,4.733212905493391
4260,3,Voice,Team Member,1,4,1,4.480461147
4261,1,Voice,Team Member,19,24,0,1.8415363420756148
4262,2,Text,Team Member,34,11,0,6.100690361975078
4263,2,Text,Team Member,4,6,0,7.247049468219718
4264,2,Voice,Team Member,43,18,1,1.4721948343645164
4265,4,Video,Team Member,3,15,0,7.571245725808014
4266,3,Video,Team Member,41,3,0,7.001616357954912
4267,2,Text,Manager,10,17,0,1.973428808276233
4268,2,Text,Team Member,28,33,0,6.489476251179033
4269,1,Text,Manager,34,34,1,3.9367167936352256
4270,1,Text,Manager,39,30,0,6.811377524944298
4271,3,Text,Team Member,47,19,0,4.960968522358542
4272,3,Text,Team Member,19,9,0,0.4813767523405099
4273,5,Video,Team Member,42,31,0,7.869669881
4274,1,Text,Team Member,46,27,0,5.555999247190837
4275,5,Voice,Team Member,36,25,1,7.247946228587326
4276,4,Video,Team Member,43,7,1,1.2607177488025856
4277,5,Voice,Manager,3,7,0,7.212724726031007
4278,2,Text,Team Member,23,20,0,4.136661885164817
4279,5,Video,Team Member,17,19,0,7.9926704402572355
4280,3,Voice,Team Member,7,2,1,5.991658753229868
4281,4,Voice,Manager,26,34,0,3.5490212526980027
4282,2,Text,Team Member,43,17,0,2.0191695224727946
4283,5,Voice,Manager,18,24,1,8.159241686392425
4284,4,Video,Team Member,46,9,0,5.601926635765258
4285,4,Video,Team Member,46,1,0,9.874680726302646
4286,2,Voice,Team Member,6,28,0,3.7348867034543174
4287,5,Video,Team Member,31,15,0,6.8571922158579675
4288,4,Video,Team Member,29,21,1,6.228208717764808
4289,4,Video,Team Member,9,15,1,6.375817092874487
4290,1,Voice,Team Member,35,23,0,7.369799645
4291,4,Voice,Team Member,17,2,0,1.3910827998295405
4292,1,Text,Manager,12,9,0,5.49644044
4293,5,Video,Team Member,36,2,0,5.091296703944231
4294,5,Voice,Team Member,48,2,0,3.425297890905407
4295,5,Voice,Team Member,24,18,0,4.3615026651923605
4296,3,Video,Team Member,10,17,0,5.1881207665121725
4297,5,Voice,Team Member,30,8,0,3.2092231496536106
4298,4,Voice,Team Member,29,34,0,2.9315883201854778
4299,2,Text,Team Member,39,34,0,7.382725746665123
4300,1,Voice,Team Member,10,5,0,0.6691814271974272
4301,3,Video,Team Member,39,29,0,3.129630785
4302,5,Video,Manager,28,28,0,6.537111461
4303,5,Video,Team Member,18,16,0,2.0877296833104255
4304,2,Text,Manager,41,14,0,5.7227263528558225
4305,2,Voice,Team Member,17,2,0,3.0216414164854912
4306,3,Video,Team Member,11,4,0,8.433012733502105
4307,1,Text,Team Member,1,31,0,3.4998933212913497
4308,5,Video,Team Member,17,26,0,2.295165617309105
4309,3,Text,Team Member,36,27,1,5.301037770893914
4310,4,Video,Manager,36,34,0,1.3566051300555937
4311,4,Video,Team Member,46,31,1,7.9748396740505845
4312,3,Text,Team Member,9,11,1,6.800282512726602
4313,5,Video,Team Member,45,8,0,7.705089046949158
4314,3,Text,Team Member,28,12,1,3.9887819979712456
4315,5,Video,Team Member,48,35,0,8.350034138549418
4316,2,Text,Team Member,33,34,0,4.935481307371533
4317,3,Text,Team Member,3,13,1,0.9469903492023724
4318,5,Video,Team Member,8,27,1,2.240292489918491
4319,3,Text,Team Member,6,8,0,7.110528015282194
4320,3,Voice,Team Member,6,21,0,8.964222988085027
4321,5,Video,Team Member,29,11,1,0.9518559241860869
4322,5,Video,Team Member,37,22,1,8.642147910972117
4323,1,Voice,Manager,12,21,0,7.990698291784977
4324,3,Voice,Team Member,9,28,0,3.5656105998508547
4325,4,Video,Team Member,41,3,0,6.892768043966564
4326,3,Text,Manager,49,7,0,1.8695134380153322
4327,3,Video,Manager,19,14,1,8.133932999339455
4328,5,Video,Team Member,17,15,0,6.573390218490106
4329,3,Video,Team Member,48,9,1,4.388293795
4330,3,Text,Team Member,44,7,1,8.645173155467031
4331,4,Video,Team Member,32,12,0,1.3923450130090154
4332,5,Video,Team Member,35,19,0,8.457856324363028
4333,3,Text,Team Member,14,27,0,0.2388640652226781
4334,2,Text,Team Member,49,18,0,7.532004043267962
4335,1,Text,Team Member,16,13,0,5.733640767453679
4336,4,Video,Manager,21,1,0,6.967232732206092
4337,3,Text,Team Member,12,21,0,4.123445257310657
4338,2,Voice,Team Member,24,34,0,8.644411258921632
4339,3,Video,Team Member,34,13,0,3.131490241398133
4340,3,Text,Team Member,8,23,0,2.749552851985274
4341,5,Video,Manager,44,1,1,3.017506457478424
4342,5,Video,Team Member,21,23,0,7.743638428425841
4343,5,Video,Team Member,48,28,0,4.952917313507124
4344,2,Text,Team Member,8,32,1,5.370853258541466
4345,3,Voice,Team Member,28,8,1,8.316554184088552
4346,1,Text,Team Member,16,26,1,8.333655523166117
4347,4,Video,Team Member,10,14,0,1.6173810456844429
4348,5,Video,Team Member,15,24,0,5.497676728883171
4349,5,Voice,Team Member,4,29,0,1.2601820643380324
4350,3,Voice,Team Member,26,4,0,8.685284711947578
4351,3,Video,Team Member,15,18,0,8.370057020975377
4352,2,Text,Manager,36,14,0,8.493488582211324
4353,2,Text,Team Member,32,27,0,7.048585003799667
4354,5,Video,Team Member,43,3,0,4.668773060424564
4355,3,Video,Team Member,38,30,0,4.047212263445486
4356,1,Text,Team Member,4,23,0,3.952245639136099
4357,4,Video,Team Member,41,18,0,0.662127886
4358,3,Text,Manager,9,10,1,9.488702865
4359,3,Text,Team Member,35,12,1,4.502756567234685
4360,2,Text,Team Member,28,8,0,9.301148992783792
4361,4,Voice,Team Member,37,32,1,8.792575391617268
4362,5,Video,Team Member,47,17,0,8.286103877920144
4363,3,Video,Team Member,9,14,0,5.883088848308269
4364,5,Video,Team Member,2,9,0,1.0155588595064058
4365,3,Text,Manager,3,26,1,3.239114495515362
4366,5,Voice,Team Member,44,24,0,6.035862092860723
4367,4,Voice,Manager,48,23,0,0.1345580841467109
4368,2,Text,Team Member,5,31,1,0.42630913668497583
4369,4,Video,Team Member,10,2,0,6.7766338220057785
4370,1,Text,Team Member,28,18,1,8.882028515018462
4371,2,Voice,Team Member,15,16,0,8.551631293232035
4372,4,Video,Team Member,14,29,0,1.6814527647741206
4373,1,Text,Team Member,46,11,1,9.112334525923412
4374,3,Text,Team Member,23,2,0,6.963022006512707
4375,3,Voice,Team Member,13,14,1,7.163259543256837
4376,5,Voice,Team Member,16,4,1,3.040412007374149
4377,2,Text,Manager,30,34,0,7.159967756838183
4378,3,Voice,Team Member,40,9,0,7.097722775838923
4379,2,Text,Team Member,8,7,0,5.946655256
4380,3,Text,Team Member,17,17,0,3.5728840325904354
4381,5,Video,Team Member,30,23,0,8.110144376849608
4382,4,Video,Team Member,17,11,1,9.37517938
4383,5,Voice,Manager,35,22,0,8.698884250269964
4384,1,Text,Team Member,1,18,1,2.4297919421305805
4385,3,Voice,Team Member,49,28,1,4.45673829
4386,1,Text,Team Member,24,16,1,3.4241435229412156
4387,1,Text,Team Member,48,4,1,7.0747955020961335
4388,2,Voice,Team Member,49,22,1,8.314903376710063
4389,3,Voice,Team Member,25,11,1,2.1579613243946874
4390,1,Text,Team Member,2,21,1,9.472755353525583
4391,4,Video,Manager,25,16,1,6.773291332995683
4392,1,Voice,Manager,14,9,1,2.184478715768706
4393,4,Video,Team Member,39,35,1,3.710946113074267
4394,2,Text,Team Member,33,34,0,1.046068580565489
4395,1,Text,Team Member,17,9,0,5.970689850296086
4396,5,Video,Team Member,31,13,0,1.6919152279262406
4397,2,Text,Team Member,10,6,0,6.9308993816304145
4398,4,Video,Manager,6,4,0,7.372467432246549
4399,2,Text,Team Member,39,28,1,4.793348183234317
4400,1,Text,Manager,25,11,0,0.938167711
4401,3,Voice,Manager,38,34,0,6.1087318997155124
4402,3,Text,Team Member,37,35,1,3.722052521238144
4403,4,Voice,Team Member,30,5,1,9.496474712140463
4404,4,Video,Team Member,34,11,1,5.1320570670204155
4405,3,Voice,Manager,18,12,1,0.7226606886417397
4406,4,Video,Manager,24,19,0,6.360490831971792
4407,2,Text,Team Member,49,13,0,7.793537025264985
4408,5,Video,Team Member,27,4,0,1.6050280940560246
4409,5,Video,Manager,27,14,0,4.490573643443864
4410,2,Text,Manager,39,2,0,7.431969532378214
4411,5,Voice,Team Member,21,8,1,0.20493615388880837
4412,1,Text,Team Member,19,22,1,0.28969796097377043
4413,2,Text,Team Member,39,13,0,6.769120668828613
4414,4,Video,Team Member,23,21,0,7.251264983250967
4415,2,Text,Team Member,39,21,0,8.458694373197217
4416,3,Text,Team Member,48,28,0,3.995998157926274
4417,4,Video,Team Member,44,33,1,3.897766650455056
4418,3,Text,Team Member,47,29,0,5.523679727296575
4419,4,Video,Manager,15,22,1,7.573269550349312
4420,5,Video,Team Member,43,26,1,6.409921969382192
4421,2,Text,Manager,2,11,0,3.2732330384385264
4422,1,Text,Team Member,35,11,1,3.465472564358447
4423,4,Voice,Manager,20,34,0,7.630049356
4424,4,Voice,Manager,28,19,0,5.346466617616033
4425,3,Text,Team Member,15,14,0,0.9797617557980942
4426,5,Video,Team Member,16,29,0,1.529949541522898
4427,3,Voice,Manager,33,19,0,8.511903759383157
4428,3,Voice,Team Member,47,21,0,9.988034316984919
4429,5,Video,Team Member,12,24,0,3.3568290574125492
4430,1,Text,Team Member,39,26,0,3.8670166155682537
4431,3,Voice,Team Member,39,12,1,1.5448802478958623
4432,3,Text,Team Member,43,19,0,2.3571308406042157
4433,4,Video,Team Member,20,30,1,4.246298457758879
4434,5,Voice,Team Member,29,15,0,2.8438964441076253
4435,2,Text,Team Member,43,3,1,7.014248546
4436,1,Text,Team Member,49,13,0,5.378494415041681
4437,1,Text,Team Member,3,9,0,8.222971282932438
4438,5,Video,Team Member,48,13,0,7.245249177190194
4439,4,Video,Team Member,5,16,0,1.281006119604805
4440,4,Video,Team Member,2,14,0,1.2338896557671875
4441,5,Video,Manager,23,8,1,8.956486385
4442,4,Voice,Team Member,26,19,1,8.195112394477025
4443,1,Voice,Team Member,26,32,0,4.679173231627089
4444,1,Text,Team Member,7,35,0,1.3036413477397257
4445,2,Voice,Team Member,10,23,0,8.985762906858053
4446,5,Video,Team Member,5,21,1,2.3070055737593007
4447,3,Text,Team Member,47,18,0,0.3553477462965471
4448,3,Text,Team Member,12,14,0,9.242395249874022
4449,2,Text,Team Member,32,16,0,8.089356207
4450,2,Text,Team Member,42,24,0,6.934816923184483
4451,4,Video,Team Member,31,32,0,0.3403035735203508
4452,2,Text,Team Member,22,11,0,5.284311783927091
4453,2,Text,Team Member,17,11,0,6.536361550837712
4454,3,Text,Team Member,20,4,0,7.593472407820315
4455,4,Video,Team Member,20,26,1,4.710738847985237
4456,2,Text,Team Member,43,5,1,9.533493001
4457,2,Text,Team Member,8,33,0,2.4478106097317456
4458,4,Video,Team Member,47,14,0,0.6973491736182236
4459,5,Video,Team Member,34,32,0,3.327662450086498
4460,4,Voice,Manager,49,7,0,6.618048703067126
4461,3,Voice,Team Member,23,10,0,7.371572042762721
4462,5,Video,Team Member,38,2,0,7.384968971148089
4463,1,Text,Team Member,28,10,0,1.1067382762273392
4464,4,Video,Manager,13,35,0,8.850894546
4465,3,Video,Team Member,29,21,0,2.8083370292288645
4466,5,Video,Team Member,8,8,0,2.099111076632265
4467,4,Voice,Manager,11,18,1,6.144574769376007
4468,2,Text,Manager,47,9,1,2.118490744338335
4469,4,Video,Team Member,45,30,1,5.080384929
4470,1,Text,Team Member,18,4,1,4.070296965453738
4471,4,Voice,Team Member,25,35,0,2.3203426262851745
4472,5,Video,Manager,49,14,1,2.920596325
4473,5,Video,Team Member,22,14,0,4.274072314
4474,4,Video,Team Member,45,20,0,3.461603463151982
4475,5,Video,Team Member,35,29,0,3.815757843715896
4476,2,Text,Team Member,29,23,0,7.354346215702385
4477,4,Video,Team Member,21,21,1,1.6837991269233454
4478,2,Text,Team Member,7,31,1,6.276185873324245
4479,2,Voice,Team Member,12,32,0,6.781577756478349
4480,3,Text,Team Member,36,7,0,8.020870461767448
4481,4,Voice,Manager,24,13,1,8.473271753
4482,5,Video,Team Member,32,23,0,1.5866554346711481
4483,2,Voice,Team Member,27,8,0,1.3826076111800223
4484,3,Text,Team Member,32,12,0,6.147710131
4485,4,Voice,Team Member,32,16,1,7.569165505829645
4486,4,Video,Manager,32,26,0,2.7232643023968253
4487,1,Voice,Manager,26,29,1,5.258472055731129
4488,1,Text,Team Member,11,29,1,7.722394306
4489,2,Text,Team Member,46,6,0,7.675031082404543
4490,1,Voice,Team Member,18,33,0,6.538201661137455
4491,2,Text,Team Member,39,31,0,0.7878769593336499
4492,5,Voice,Manager,5,18,0,0.5064386027572398
4493,2,Text,Team Member,16,31,0,3.8844531
4494,1,Text,Manager,11,16,0,0.26687426479218956
4495,5,Voice,Team Member,35,14,0,9.041443318547524
4496,1,Text,Team Member,48,4,0,0.20144664754724206
4497,2,Text,Team Member,11,30,0,0.29612862141981555
4498,3,Voice,Team Member,42,33,0,1.6532737837146028
4499,4,Video,Team Member,23,30,0,6.270151315855603
4500,1,Voice,Team Member,34,14,1,5.415541405863561
4501,2,Text,Team Member,48,23,0,6.5948713655535105
4502,5,Voice,Manager,17,28,0,8.935551411080013
4503,1,Text,Team Member,10,7,0,4.549456508116988
4504,1,Text,Team Member,18,10,1,0.4387597588049841
4505,4,Video,Team Member,44,4,0,7.634966252114578
4506,2,Text,Team Member,8,13,1,8.119644627737703
4507,3,Video,Team Member,26,21,1,0.49888359886565814
4508,5,Video,Manager,3,33,0,2.428492936374739
4509,2,Text,Team Member,24,28,0,7.705967993
4510,5,Video,Team Member,3,23,0,3.7615523854631183
4511,1,Text,Team Member,38,32,0,4.726513984644189
4512,4,Voice,Team Member,2,5,0,8.231757424782154
4513,4,Voice,Manager,35,26,0,0.946195384
4514,3,Video,Manager,17,26,1,6.772843244653044
4515,4,Video,Manager,9,3,0,2.1498438675099916
4516,1,Text,Team Member,36,24,0,0.626514311
4517,3,Text,Team Member,22,34,0,6.624978455910614
4518,2,Text,Team Member,31,34,0,1.214122529731223
4519,4,Video,Team Member,34,20,1,7.470072588025166
4520,3,Text,Team Member,24,30,0,2.0270539125521725
4521,1,Text,Team Member,9,20,1,0.4851202035785207
4522,5,Video,Team Member,46,18,0,0.99297465
4523,5,Video,Team Member,43,20,1,8.412702487459068
4524,1,Voice,Team Member,2,6,0,3.709682163402742
4525,1,Voice,Manager,21,25,1,3.0226664136741785
4526,5,Video,Team Member,34,3,1,4.9119881971252655
4527,3,Video,Team Member,27,19,1,6.329325688500843
4528,5,Voice,Team Member,37,10,0,0.37102245313097026
4529,1,Text,Team Member,7,5,0,8.981885134505315
4530,4,Voice,Team Member,22,22,0,9.584813648203971
4531,2,Text,Team Member,4,9,1,4.1730681615486915
4532,4,Video,Team Member,14,33,0,4.126289025154567
4533,4,Voice,Manager,34,15,1,8.785599212644716
4534,1,Text,Team Member,23,24,0,4.2931179813744755
4535,5,Video,Team Member,44,30,0,8.561899348114633
4536,3,Text,Team Member,42,6,0,0.2833694448938806
4537,4,Video,Team Member,25,15,0,4.896506088
4538,5,Video,Team Member,1,22,0,9.524290447723615
4539,3,Voice,Team Member,48,3,0,2.5280465873067257
4540,4,Voice,Manager,15,29,0,2.6615482045243146
4541,3,Video,Team Member,32,29,1,6.301229887126274
4542,5,Video,Team Member,14,31,0,9.261908833
4543,2,Voice,Team Member,41,2,1,1.9874224128964313
4544,5,Video,Team Member,21,35,0,9.216510258507803
4545,1,Voice,Team Member,47,9,1,6.630037441148806
4546,3,Text,Team Member,7,22,0,9.930473142610541
4547,2,Text,Team Member,36,19,0,7.364588464526308
4548,3,Video,Team Member,21,10,0,6.678005407173057
4549,3,Text,Team Member,40,21,0,8.149031719599662
4550,4,Video,Team Member,12,17,0,1.751403192902925
4551,1,Text,Team Member,15,3,1,9.459856130333497
4552,3,Voice,Team Member,15,7,1,1.6559550877606255
4553,5,Voice,Manager,17,3,0,0.25670369896454215
4554,5,Video,Team Member,34,13,1,6.978568411977422
4555,4,Video,Team Member,44,30,0,1.8459542612883362
4556,1,Text,Team Member,35,23,0,7.5875317963188476
4557,1,Text,Team Member,39,7,0,7.950389779823775
4558,5,Voice,Team Member,38,30,1,2.3669924065539316
4559,2,Text,Team Member,14,29,0,0.8672033057521134
4560,4,Voice,Manager,5,8,1,5.008209662787998
4561,4,Voice,Team Member,30,10,0,8.902185105682909
4562,5,Video,Team Member,4,33,1,8.47291101
4563,5,Video,Team Member,15,20,1,1.1708245650026883
4564,2,Text,Team Member,39,29,1,9.647832645185286
4565,2,Text,Team Member,35,29,0,2.6394919538736805
4566,1,Voice,Team Member,45,21,0,3.4939117702304054
4567,4,Voice,Manager,10,1,0,1.4905024307213133
4568,4,Voice,Team Member,2,34,0,3.7780296554264603
4569,5,Video,Manager,44,32,1,6.356411063196799
4570,1,Text,Team Member,24,14,0,5.060782601178351
4571,4,Voice,Manager,28,35,0,8.275394850627851
4572,1,Text,Team Member,22,24,0,6.413008112568218
4573,1,Text,Team Member,44,1,0,2.6354447144930426
4574,5,Video,Team Member,32,6,1,5.574380316168327
4575,1,Text,Team Member,31,4,0,0.6419112588820963
4576,2,Text,Team Member,19,1,1,5.807905607444611
4577,2,Text,Team Member,21,31,0,3.896638295404685
4578,3,Video,Team Member,3,9,0,0.9839849205582762
4579,5,Video,Team Member,6,23,0,3.0746395299078166
4580,3,Text,Team Member,32,31,0,8.980869926009849
4581,2,Voice,Manager,2,29,0,5.860379474301891
4582,3,Text,Manager,24,21,1,9.032648489430512
4583,5,Video,Team Member,45,3,0,4.108039869745675
4584,5,Voice,Team Member,27,26,0,9.789085994
